repo_full,org,repo,month,openrank
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-05,10.96
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-06,9.67
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-07,9.46
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-08,10.37
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-09,9.13
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-10,7.6
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-11,3.86
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2015-12,5.61
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-01,6.67
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-02,6.08
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-03,9.56
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-04,6.62
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-05,8.0
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-06,12.55
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-07,14.94
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-08,15.53
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-09,14.83
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-10,14.85
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-11,14.08
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2016-12,12.71
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-01,15.09
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-02,14.42
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-03,14.63
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-04,17.75
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-05,24.49
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-06,23.74
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-07,23.42
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-08,25.55
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-09,24.94
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-10,24.01
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-11,25.95
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2017-12,25.32
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-01,26.49
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-02,35.09
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-03,43.37
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-04,38.64
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-05,41.71
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-06,40.79
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-07,45.24
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-08,50.77
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-09,50.6
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-10,45.18
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-11,44.06
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2018-12,47.64
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-01,58.18
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-02,65.83
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-03,70.86
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-04,73.94
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-05,106.89
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-06,113.57
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-07,131.98
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-08,151.31
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-09,169.92
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-10,201.31
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-11,198.59
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2019-12,176.2
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-01,165.42
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-02,155.26
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-03,166.99
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-04,165.1
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-05,155.84
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-06,160.79
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-07,159.35
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-08,167.95
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-09,181.21
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-10,201.12
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-11,209.17
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2020-12,202.87
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-01,199.0
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-02,216.97
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-03,231.56
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-04,248.26
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-05,246.12
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-06,236.62
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-07,222.6
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-08,225.71
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-09,236.92
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-10,228.17
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-11,238.02
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2021-12,226.07
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-01,232.3
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-02,211.92
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-03,212.38
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-04,204.33
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-05,194.72
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-06,192.2
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-07,199.43
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-08,202.71
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-09,242.09
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-10,252.72
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-11,260.59
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2022-12,239.96
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2023-01,278.94
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2023-02,281.15
Azure/azure-sdk-for-python,Azure,azure-sdk-for-python,2023-03,298.87
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2019-12,2.98
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-01,4.7
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-02,6.89
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-03,10.31
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-04,11.89
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-05,12.47
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-06,13.6
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-07,12.17
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-08,16.51
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-09,16.94
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-10,20.41
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-11,22.02
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2020-12,23.08
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-01,32.23
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-02,46.77
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-03,102.38
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-04,502.45
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-05,1355.22
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-06,879.41
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-07,702.92
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-08,523.05
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-09,463.95
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-10,414.05
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-11,385.53
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2021-12,365.68
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-01,355.68
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-02,368.32
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-03,371.15
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-04,367.79
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-05,323.13
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-06,300.9
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-07,297.62
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-08,297.31
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-09,258.81
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-10,208.31
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-11,204.68
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2022-12,189.49
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2023-01,178.19
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2023-02,178.58
Chia-Network/chia-blockchain,Chia-Network,chia-blockchain,2023-03,158.08
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-01,52.61
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-02,64.44
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-03,88.73
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-04,105.37
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-05,109.58
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-06,121.0
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-07,126.63
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-08,127.23
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-09,125.16
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-10,123.79
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-11,136.03
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2015-12,145.96
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-01,145.22
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-02,151.54
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-03,157.72
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-04,165.3
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-05,172.85
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-06,183.56
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-07,180.22
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-08,178.81
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-09,192.7
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-10,191.39
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-11,206.09
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2016-12,207.7
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-01,196.28
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-02,173.49
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-03,179.01
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-04,168.24
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-05,168.97
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-06,164.85
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-07,164.41
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-08,158.83
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-09,159.95
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-10,160.98
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-11,158.98
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2017-12,147.18
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-01,138.61
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-02,153.13
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-03,158.44
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-04,165.33
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-05,169.58
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-06,174.35
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-07,194.09
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-08,224.53
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-09,256.41
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-10,257.65
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-11,251.55
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2018-12,258.29
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-01,269.77
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-02,264.22
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-03,290.52
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-04,330.11
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-05,352.67
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-06,388.62
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-07,395.04
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-08,400.62
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-09,393.49
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-10,403.46
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-11,391.48
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2019-12,394.07
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-01,412.07
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-02,397.07
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-03,389.31
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-04,424.2
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-05,450.47
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-06,431.07
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-07,424.4
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-08,414.57
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-09,399.52
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-10,382.92
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-11,382.98
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2020-12,385.47
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-01,389.87
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-02,374.96
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-03,368.96
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-04,346.89
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-05,336.41
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-06,316.2
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-07,381.9
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-08,387.67
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-09,369.71
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-10,313.71
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-11,316.28
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2021-12,338.41
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-01,360.98
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-02,352.01
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-03,330.75
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-04,352.99
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-05,341.48
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-06,359.61
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-07,374.94
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-08,378.28
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-09,389.73
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-10,367.69
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-11,347.82
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2022-12,326.52
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2023-01,304.96
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2023-02,297.33
CleverRaven/Cataclysm-DDA,CleverRaven,Cataclysm-DDA,2023-03,367.54
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-06,10.42
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-07,11.13
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-08,14.97
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-09,15.8
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-10,20.18
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-11,23.42
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2016-12,25.56
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-01,32.92
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-02,39.25
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-03,42.92
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-04,38.71
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-05,45.04
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-06,46.99
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-07,48.91
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-08,56.55
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-09,58.8
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-10,60.95
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-11,73.27
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2017-12,78.95
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-01,81.62
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-02,78.75
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-03,87.79
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-04,98.79
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-05,94.76
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-06,89.63
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-07,98.71
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-08,110.77
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-09,122.13
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-10,138.69
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-11,139.75
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2018-12,146.14
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-01,149.12
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-02,164.47
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-03,176.02
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-04,180.19
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-05,193.21
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-06,204.13
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-07,218.05
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-08,230.27
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-09,239.75
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-10,243.56
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-11,263.64
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2019-12,271.53
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-01,267.43
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-02,265.87
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-03,259.97
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-04,296.74
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-05,314.73
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-06,323.12
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-07,335.31
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-08,358.59
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-09,398.77
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-10,401.88
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-11,422.76
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2020-12,445.31
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-01,450.31
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-02,463.1
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-03,485.82
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-04,499.69
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-05,507.43
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-06,517.01
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-07,528.84
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-08,526.66
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-09,528.67
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-10,495.23
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-11,523.08
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2021-12,538.42
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-01,527.0
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-02,507.71
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-03,516.64
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-04,529.51
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-05,522.65
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-06,518.74
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-07,517.4
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-08,524.22
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-09,542.63
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-10,536.66
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-11,533.37
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2022-12,528.89
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2023-01,522.73
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2023-02,529.14
ClickHouse/ClickHouse,ClickHouse,ClickHouse,2023-03,532.52
DataDog/datadog-agent,DataDog,datadog-agent,2017-09,5.17
DataDog/datadog-agent,DataDog,datadog-agent,2017-10,28.81
DataDog/datadog-agent,DataDog,datadog-agent,2017-11,37.2
DataDog/datadog-agent,DataDog,datadog-agent,2017-12,44.72
DataDog/datadog-agent,DataDog,datadog-agent,2018-01,52.41
DataDog/datadog-agent,DataDog,datadog-agent,2018-02,62.72
DataDog/datadog-agent,DataDog,datadog-agent,2018-03,62.78
DataDog/datadog-agent,DataDog,datadog-agent,2018-04,54.63
DataDog/datadog-agent,DataDog,datadog-agent,2018-05,60.05
DataDog/datadog-agent,DataDog,datadog-agent,2018-06,69.92
DataDog/datadog-agent,DataDog,datadog-agent,2018-07,74.46
DataDog/datadog-agent,DataDog,datadog-agent,2018-08,75.78
DataDog/datadog-agent,DataDog,datadog-agent,2018-09,77.7
DataDog/datadog-agent,DataDog,datadog-agent,2018-10,83.47
DataDog/datadog-agent,DataDog,datadog-agent,2018-11,74.48
DataDog/datadog-agent,DataDog,datadog-agent,2018-12,72.58
DataDog/datadog-agent,DataDog,datadog-agent,2019-01,75.5
DataDog/datadog-agent,DataDog,datadog-agent,2019-02,76.03
DataDog/datadog-agent,DataDog,datadog-agent,2019-03,74.27
DataDog/datadog-agent,DataDog,datadog-agent,2019-04,88.12
DataDog/datadog-agent,DataDog,datadog-agent,2019-05,94.47
DataDog/datadog-agent,DataDog,datadog-agent,2019-06,98.84
DataDog/datadog-agent,DataDog,datadog-agent,2019-07,104.8
DataDog/datadog-agent,DataDog,datadog-agent,2019-08,103.1
DataDog/datadog-agent,DataDog,datadog-agent,2019-09,89.17
DataDog/datadog-agent,DataDog,datadog-agent,2019-10,90.32
DataDog/datadog-agent,DataDog,datadog-agent,2019-11,84.91
DataDog/datadog-agent,DataDog,datadog-agent,2019-12,85.43
DataDog/datadog-agent,DataDog,datadog-agent,2020-01,99.12
DataDog/datadog-agent,DataDog,datadog-agent,2020-02,120.92
DataDog/datadog-agent,DataDog,datadog-agent,2020-03,125.32
DataDog/datadog-agent,DataDog,datadog-agent,2020-04,117.94
DataDog/datadog-agent,DataDog,datadog-agent,2020-05,125.6
DataDog/datadog-agent,DataDog,datadog-agent,2020-06,130.89
DataDog/datadog-agent,DataDog,datadog-agent,2020-07,133.9
DataDog/datadog-agent,DataDog,datadog-agent,2020-08,130.7
DataDog/datadog-agent,DataDog,datadog-agent,2020-09,131.63
