repo_full,org,repo,month,change_requests,change_request_response_time,change_request_resolution_duration
bevyengine/bevy,bevyengine,bevy,2022-06,141.0,,
bevyengine/bevy,bevyengine,bevy,2022-07,176.0,,
bevyengine/bevy,bevyengine,bevy,2022-08,145.0,,
bevyengine/bevy,bevyengine,bevy,2022-09,146.0,,
bevyengine/bevy,bevyengine,bevy,2022-10,161.0,,
bevyengine/bevy,bevyengine,bevy,2022-11,204.0,,
bevyengine/bevy,bevyengine,bevy,2022-12,140.0,,
bevyengine/bevy,bevyengine,bevy,2023-01,218.0,,
bevyengine/bevy,bevyengine,bevy,2023-02,244.0,,
bevyengine/bevy,bevyengine,bevy,2023-03,232.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2015-09,2.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2015-10,153.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2015-11,143.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2015-12,184.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-01,185.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-02,182.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-03,253.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-04,243.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-05,209.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-06,194.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-07,177.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-08,166.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-09,186.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-10,271.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-11,286.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2016-12,227.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-01,310.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-02,273.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-03,319.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-04,230.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-05,276.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-06,195.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-07,277.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-08,483.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-09,249.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-10,340.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-11,392.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2017-12,192.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-01,268.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-02,527.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-03,409.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-04,221.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-05,262.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-06,524.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-07,386.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-08,513.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-09,320.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-10,491.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-11,570.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2018-12,351.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-01,425.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-02,382.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-03,363.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-04,676.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-05,620.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-06,459.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-07,491.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-08,486.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-09,528.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-10,590.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-11,585.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2019-12,477.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-01,560.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-02,546.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-03,555.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-04,637.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-05,537.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-06,479.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-07,721.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-08,454.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-09,432.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-10,478.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-11,452.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2020-12,404.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-01,480.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-02,573.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-03,599.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-04,575.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-05,411.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-06,561.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-07,494.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-08,421.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-09,448.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-10,90.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-11,452.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2021-12,428.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-01,368.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-02,683.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-03,565.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-04,529.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-05,464.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-06,372.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-07,485.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-08,556.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-09,455.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-10,428.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-11,404.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2022-12,390.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2023-01,462.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2023-02,525.0,,
bioconda/bioconda-recipes,bioconda,bioconda-recipes,2023-03,451.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-01,94.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-02,73.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-03,78.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-04,104.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-05,90.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-06,116.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-07,92.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-08,62.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-09,92.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-10,139.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-11,158.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2015-12,86.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-01,116.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-02,119.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-03,106.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-04,157.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-05,100.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-06,122.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-07,103.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-08,154.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-09,165.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-10,134.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-11,138.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2016-12,149.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-01,157.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-02,168.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-03,178.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-04,135.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-05,139.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-06,169.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-07,189.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-08,168.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-09,161.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-10,114.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-11,146.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2017-12,123.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-01,149.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-02,146.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-03,179.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-04,194.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-05,143.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-06,138.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-07,167.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-08,210.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-09,142.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-10,156.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-11,133.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2018-12,126.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-01,153.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-02,145.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-03,141.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-04,145.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-05,138.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-06,126.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-07,144.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-08,183.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-09,157.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-10,234.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-11,216.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2019-12,137.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-01,150.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-02,138.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-03,197.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-04,262.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-05,211.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-06,205.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-07,156.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-08,141.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-09,139.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-10,151.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-11,169.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2020-12,192.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-01,141.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-02,169.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-03,165.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-04,165.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-05,179.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-06,184.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-07,139.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-08,149.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-09,198.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-10,49.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-11,171.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2021-12,158.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-01,198.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-02,155.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-03,190.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-04,201.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-05,128.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-06,148.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-07,163.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-08,141.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-09,168.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-10,139.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-11,115.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2022-12,112.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2023-01,144.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2023-02,92.0,,
bitcoin/bitcoin,bitcoin,bitcoin,2023-03,88.0,,
bitnami/charts,bitnami,charts,2016-03,26.0,,
bitnami/charts,bitnami,charts,2016-04,7.0,,
bitnami/charts,bitnami,charts,2016-05,3.0,,
bitnami/charts,bitnami,charts,2016-06,18.0,,
bitnami/charts,bitnami,charts,2016-07,13.0,,
bitnami/charts,bitnami,charts,2016-08,21.0,,
bitnami/charts,bitnami,charts,2016-09,32.0,,
bitnami/charts,bitnami,charts,2016-10,30.0,,
bitnami/charts,bitnami,charts,2016-11,31.0,,
bitnami/charts,bitnami,charts,2016-12,54.0,,
bitnami/charts,bitnami,charts,2017-01,23.0,,
bitnami/charts,bitnami,charts,2017-02,23.0,,
bitnami/charts,bitnami,charts,2017-03,29.0,,
bitnami/charts,bitnami,charts,2017-04,10.0,,
bitnami/charts,bitnami,charts,2017-05,23.0,,
bitnami/charts,bitnami,charts,2017-06,22.0,,
bitnami/charts,bitnami,charts,2017-07,21.0,,
bitnami/charts,bitnami,charts,2017-08,17.0,,
bitnami/charts,bitnami,charts,2017-09,15.0,,
bitnami/charts,bitnami,charts,2017-10,19.0,,
bitnami/charts,bitnami,charts,2017-11,11.0,,
bitnami/charts,bitnami,charts,2017-12,12.0,,
bitnami/charts,bitnami,charts,2018-01,11.0,,
bitnami/charts,bitnami,charts,2018-02,59.0,,
bitnami/charts,bitnami,charts,2018-03,72.0,,
bitnami/charts,bitnami,charts,2018-04,17.0,,
bitnami/charts,bitnami,charts,2018-05,17.0,,
bitnami/charts,bitnami,charts,2018-06,14.0,,
bitnami/charts,bitnami,charts,2018-07,34.0,,
bitnami/charts,bitnami,charts,2018-08,22.0,,
bitnami/charts,bitnami,charts,2018-09,50.0,,
bitnami/charts,bitnami,charts,2018-10,61.0,,
bitnami/charts,bitnami,charts,2018-11,35.0,,
bitnami/charts,bitnami,charts,2018-12,37.0,,
bitnami/charts,bitnami,charts,2019-01,8.0,,
bitnami/charts,bitnami,charts,2019-02,15.0,,
bitnami/charts,bitnami,charts,2019-03,42.0,,
bitnami/charts,bitnami,charts,2019-04,24.0,,
bitnami/charts,bitnami,charts,2019-05,42.0,,
bitnami/charts,bitnami,charts,2019-06,39.0,,
bitnami/charts,bitnami,charts,2019-07,45.0,,
bitnami/charts,bitnami,charts,2019-08,41.0,,
bitnami/charts,bitnami,charts,2019-09,41.0,,
bitnami/charts,bitnami,charts,2019-10,75.0,,
bitnami/charts,bitnami,charts,2019-11,99.0,,
bitnami/charts,bitnami,charts,2019-12,67.0,,
bitnami/charts,bitnami,charts,2020-01,36.0,,
bitnami/charts,bitnami,charts,2020-02,69.0,,
bitnami/charts,bitnami,charts,2020-03,103.0,,
bitnami/charts,bitnami,charts,2020-04,157.0,,
bitnami/charts,bitnami,charts,2020-05,132.0,,
bitnami/charts,bitnami,charts,2020-06,127.0,,
bitnami/charts,bitnami,charts,2020-07,166.0,,
bitnami/charts,bitnami,charts,2020-08,119.0,,
bitnami/charts,bitnami,charts,2020-09,116.0,,
bitnami/charts,bitnami,charts,2020-10,173.0,,
bitnami/charts,bitnami,charts,2020-11,211.0,,
bitnami/charts,bitnami,charts,2020-12,161.0,,
bitnami/charts,bitnami,charts,2021-01,253.0,,
bitnami/charts,bitnami,charts,2021-02,128.0,,
bitnami/charts,bitnami,charts,2021-03,170.0,,
bitnami/charts,bitnami,charts,2021-04,147.0,,
bitnami/charts,bitnami,charts,2021-05,99.0,,
bitnami/charts,bitnami,charts,2021-06,137.0,,
bitnami/charts,bitnami,charts,2021-07,161.0,,
bitnami/charts,bitnami,charts,2021-08,105.0,,
bitnami/charts,bitnami,charts,2021-09,166.0,,
bitnami/charts,bitnami,charts,2021-10,31.0,,
bitnami/charts,bitnami,charts,2021-11,130.0,,
bitnami/charts,bitnami,charts,2021-12,122.0,,
bitnami/charts,bitnami,charts,2022-01,155.0,,
bitnami/charts,bitnami,charts,2022-02,204.0,,
bitnami/charts,bitnami,charts,2022-03,221.0,,
bitnami/charts,bitnami,charts,2022-04,171.0,,
bitnami/charts,bitnami,charts,2022-05,292.0,,
bitnami/charts,bitnami,charts,2022-06,227.0,,
bitnami/charts,bitnami,charts,2022-07,271.0,,
bitnami/charts,bitnami,charts,2022-08,605.0,,
bitnami/charts,bitnami,charts,2022-09,383.0,,
bitnami/charts,bitnami,charts,2022-10,330.0,,
bitnami/charts,bitnami,charts,2022-11,330.0,,
bitnami/charts,bitnami,charts,2022-12,233.0,,
bitnami/charts,bitnami,charts,2023-01,368.0,,
bitnami/charts,bitnami,charts,2023-02,333.0,,
bitnami/charts,bitnami,charts,2023-03,410.0,,
brave/brave-browser,brave,brave-browser,2018-03,1.0,,
brave/brave-browser,brave,brave-browser,2018-04,5.0,,
brave/brave-browser,brave,brave-browser,2018-05,6.0,,
brave/brave-browser,brave,brave-browser,2018-06,39.0,,
brave/brave-browser,brave,brave-browser,2018-07,35.0,,
brave/brave-browser,brave,brave-browser,2018-08,11.0,,
brave/brave-browser,brave,brave-browser,2018-09,18.0,,
brave/brave-browser,brave,brave-browser,2018-10,32.0,,
brave/brave-browser,brave,brave-browser,2018-11,21.0,,
brave/brave-browser,brave,brave-browser,2018-12,19.0,,
brave/brave-browser,brave,brave-browser,2019-01,36.0,,
brave/brave-browser,brave,brave-browser,2019-02,39.0,,
brave/brave-browser,brave,brave-browser,2019-03,48.0,,
brave/brave-browser,brave,brave-browser,2019-04,52.0,,
brave/brave-browser,brave,brave-browser,2019-05,42.0,,
brave/brave-browser,brave,brave-browser,2019-06,70.0,,
brave/brave-browser,brave,brave-browser,2019-07,39.0,,
brave/brave-browser,brave,brave-browser,2019-08,31.0,,
brave/brave-browser,brave,brave-browser,2019-09,49.0,,
brave/brave-browser,brave,brave-browser,2019-10,44.0,,
brave/brave-browser,brave,brave-browser,2019-11,63.0,,
brave/brave-browser,brave,brave-browser,2019-12,46.0,,
brave/brave-browser,brave,brave-browser,2020-01,57.0,,
brave/brave-browser,brave,brave-browser,2020-02,80.0,,
brave/brave-browser,brave,brave-browser,2020-03,46.0,,
brave/brave-browser,brave,brave-browser,2020-04,108.0,,
brave/brave-browser,brave,brave-browser,2020-05,38.0,,
brave/brave-browser,brave,brave-browser,2020-06,51.0,,
brave/brave-browser,brave,brave-browser,2020-07,38.0,,
brave/brave-browser,brave,brave-browser,2020-08,28.0,,
brave/brave-browser,brave,brave-browser,2020-09,27.0,,
brave/brave-browser,brave,brave-browser,2020-10,34.0,,
brave/brave-browser,brave,brave-browser,2020-11,35.0,,
brave/brave-browser,brave,brave-browser,2020-12,22.0,,
brave/brave-browser,brave,brave-browser,2021-01,28.0,,
brave/brave-browser,brave,brave-browser,2021-02,40.0,,
brave/brave-browser,brave,brave-browser,2021-03,36.0,,
brave/brave-browser,brave,brave-browser,2021-04,37.0,,
brave/brave-browser,brave,brave-browser,2021-05,22.0,,
brave/brave-browser,brave,brave-browser,2021-06,41.0,,
brave/brave-browser,brave,brave-browser,2021-07,26.0,,
brave/brave-browser,brave,brave-browser,2021-08,30.0,,
brave/brave-browser,brave,brave-browser,2021-09,30.0,,
brave/brave-browser,brave,brave-browser,2021-10,7.0,,
brave/brave-browser,brave,brave-browser,2021-11,26.0,,
brave/brave-browser,brave,brave-browser,2021-12,8.0,,
brave/brave-browser,brave,brave-browser,2022-01,10.0,,
brave/brave-browser,brave,brave-browser,2022-02,12.0,,
brave/brave-browser,brave,brave-browser,2022-03,13.0,,
brave/brave-browser,brave,brave-browser,2022-04,17.0,,
brave/brave-browser,brave,brave-browser,2022-05,9.0,,
brave/brave-browser,brave,brave-browser,2022-06,14.0,,
brave/brave-browser,brave,brave-browser,2022-07,13.0,,
brave/brave-browser,brave,brave-browser,2022-08,8.0,,
brave/brave-browser,brave,brave-browser,2022-09,13.0,,
brave/brave-browser,brave,brave-browser,2022-10,17.0,,
brave/brave-browser,brave,brave-browser,2022-11,13.0,,
brave/brave-browser,brave,brave-browser,2022-12,14.0,,
brave/brave-browser,brave,brave-browser,2023-01,14.0,,
brave/brave-browser,brave,brave-browser,2023-02,10.0,,
brave/brave-browser,brave,brave-browser,2023-03,6.0,,
brave/brave-core,brave,brave-core,2018-03,2.0,,
brave/brave-core,brave,brave-core,2018-04,15.0,,
brave/brave-core,brave,brave-core,2018-05,23.0,,
brave/brave-core,brave,brave-core,2018-06,82.0,,
brave/brave-core,brave,brave-core,2018-07,84.0,,
brave/brave-core,brave,brave-core,2018-08,76.0,,
brave/brave-core,brave,brave-core,2018-09,133.0,,
brave/brave-core,brave,brave-core,2018-10,222.0,,
brave/brave-core,brave,brave-core,2018-11,171.0,,
brave/brave-core,brave,brave-core,2018-12,170.0,,
brave/brave-core,brave,brave-core,2019-01,307.0,,
brave/brave-core,brave,brave-core,2019-02,264.0,,
brave/brave-core,brave,brave-core,2019-03,313.0,,
brave/brave-core,brave,brave-core,2019-04,225.0,,
brave/brave-core,brave,brave-core,2019-05,217.0,,
brave/brave-core,brave,brave-core,2019-06,262.0,,
brave/brave-core,brave,brave-core,2019-07,232.0,,
brave/brave-core,brave,brave-core,2019-08,236.0,,
brave/brave-core,brave,brave-core,2019-09,234.0,,
brave/brave-core,brave,brave-core,2019-10,278.0,,
brave/brave-core,brave,brave-core,2019-11,258.0,,
brave/brave-core,brave,brave-core,2019-12,181.0,,
brave/brave-core,brave,brave-core,2020-01,179.0,,
brave/brave-core,brave,brave-core,2020-02,321.0,,
brave/brave-core,brave,brave-core,2020-03,327.0,,
brave/brave-core,brave,brave-core,2020-04,307.0,,
brave/brave-core,brave,brave-core,2020-05,260.0,,
brave/brave-core,brave,brave-core,2020-06,283.0,,
brave/brave-core,brave,brave-core,2020-07,320.0,,
brave/brave-core,brave,brave-core,2020-08,238.0,,
brave/brave-core,brave,brave-core,2020-09,185.0,,
brave/brave-core,brave,brave-core,2020-10,256.0,,
brave/brave-core,brave,brave-core,2020-11,281.0,,
brave/brave-core,brave,brave-core,2020-12,225.0,,
brave/brave-core,brave,brave-core,2021-01,240.0,,
brave/brave-core,brave,brave-core,2021-02,337.0,,
brave/brave-core,brave,brave-core,2021-03,296.0,,
brave/brave-core,brave,brave-core,2021-04,274.0,,
brave/brave-core,brave,brave-core,2021-05,274.0,,
brave/brave-core,brave,brave-core,2021-06,313.0,,
brave/brave-core,brave,brave-core,2021-07,304.0,,
brave/brave-core,brave,brave-core,2021-08,288.0,,
brave/brave-core,brave,brave-core,2021-09,388.0,,
brave/brave-core,brave,brave-core,2021-10,153.0,,
brave/brave-core,brave,brave-core,2021-11,552.0,,
brave/brave-core,brave,brave-core,2021-12,357.0,,
brave/brave-core,brave,brave-core,2022-01,352.0,,
brave/brave-core,brave,brave-core,2022-02,322.0,,
brave/brave-core,brave,brave-core,2022-03,374.0,,
brave/brave-core,brave,brave-core,2022-04,346.0,,
brave/brave-core,brave,brave-core,2022-05,289.0,,
brave/brave-core,brave,brave-core,2022-06,401.0,,
brave/brave-core,brave,brave-core,2022-07,344.0,,
brave/brave-core,brave,brave-core,2022-08,512.0,,
brave/brave-core,brave,brave-core,2022-09,357.0,,
brave/brave-core,brave,brave-core,2022-10,375.0,,
brave/brave-core,brave,brave-core,2022-11,421.0,,
brave/brave-core,brave,brave-core,2022-12,294.0,,
brave/brave-core,brave,brave-core,2023-01,423.0,,
brave/brave-core,brave,brave-core,2023-02,449.0,,
brave/brave-core,brave,brave-core,2023-03,382.0,,
ccxt/ccxt,ccxt,ccxt,2017-07,12.0,,
ccxt/ccxt,ccxt,ccxt,2017-08,27.0,,
ccxt/ccxt,ccxt,ccxt,2017-09,21.0,,
ccxt/ccxt,ccxt,ccxt,2017-10,43.0,,
ccxt/ccxt,ccxt,ccxt,2017-11,137.0,,
ccxt/ccxt,ccxt,ccxt,2017-12,118.0,,
ccxt/ccxt,ccxt,ccxt,2018-01,267.0,,
ccxt/ccxt,ccxt,ccxt,2018-02,195.0,,
ccxt/ccxt,ccxt,ccxt,2018-03,94.0,,
ccxt/ccxt,ccxt,ccxt,2018-04,74.0,,
ccxt/ccxt,ccxt,ccxt,2018-05,76.0,,
ccxt/ccxt,ccxt,ccxt,2018-06,86.0,,
ccxt/ccxt,ccxt,ccxt,2018-07,56.0,,
ccxt/ccxt,ccxt,ccxt,2018-08,78.0,,
ccxt/ccxt,ccxt,ccxt,2018-09,35.0,,
ccxt/ccxt,ccxt,ccxt,2018-10,35.0,,
ccxt/ccxt,ccxt,ccxt,2018-11,47.0,,
ccxt/ccxt,ccxt,ccxt,2018-12,48.0,,
ccxt/ccxt,ccxt,ccxt,2019-01,49.0,,
ccxt/ccxt,ccxt,ccxt,2019-02,62.0,,
ccxt/ccxt,ccxt,ccxt,2019-03,50.0,,
ccxt/ccxt,ccxt,ccxt,2019-04,41.0,,
ccxt/ccxt,ccxt,ccxt,2019-05,60.0,,
ccxt/ccxt,ccxt,ccxt,2019-06,61.0,,
ccxt/ccxt,ccxt,ccxt,2019-07,101.0,,
ccxt/ccxt,ccxt,ccxt,2019-08,41.0,,
ccxt/ccxt,ccxt,ccxt,2019-09,60.0,,
ccxt/ccxt,ccxt,ccxt,2019-10,80.0,,
ccxt/ccxt,ccxt,ccxt,2019-11,63.0,,
